285336;127032;104428;76087;59192;46009;36004;28641;17388;83322;
452800;15636;6968;5737;4190;3256;2559;1548;7146;58788;
521811;24796;850;381;316;237;144;630;4968;29286;
608494;28579;1342;44;21;14;58;428;2362;14810;
710944;33308;1591;67;1;6;38;188;1116;6364;
831042;40563;1796;138;1;4;14;78;422;2464;
1018022;46227;3868;0;0;0;4;22;134;792;
1164439;100190;0;0;0;0;0;4;30;206;
2529258;0;0;0;0;0;0;0;4;38;
0;0;0;0;0;0;0;0;0;4;
